ID_Turno,Fecha,Actor_Final,Rol_Final,Grupo_Actor,HD_Score_Oro,HD_Clase_Oro,Evidencia_Oro,Lex_Score,Score_Fuera_De_Pliegue,Pred_Fuera_De_Pliegue,Acierta
RPM-2012-07-12:T77,2012-07-12,Enrique Marshall Rivera,Consejero,CONSEJO,0.0,NEUTRAL,ellas no configuran un cambio relevante para efectos de la orientación de la política monetaria,-0.5,-0.0578,NEUTRAL,SI
RPM-2012-10-18:T44,2012-10-18,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH,la proyección interna supone una desaceleración de la actividad,-0.5556,-0.0458,NEUTRAL,NO
RPM-2013-04-11:T46,2013-04-11,Matías Bernier Bórquez,Gerente de Mercados Nacionales,STAFF,0.0,NEUTRAL,han vuelto a invertir en depósitos en dólares estadounidenses en la banca local,0.0,-0.0333,NEUTRAL,SI
RPM-2013-05-16:T42,2013-05-16,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,STAFF,0.0,NEUTRAL,los problemas relacionados con la metodología de cálculo del IPC no modifican la trayectoria de política,-0.4286,-0.0038,NEUTRAL,SI
RPM-2013-05-16:T50,2013-05-16,Enrique Marshall Rivera,Consejero,CONSEJO,-0.5,DOVISH,sí brindan apoyo a la visión de que el crecimiento interno se está desacelerando,-0.6364,-0.2813,NEUTRAL,NO
RPM-2013-10-17:T35,2013-10-17,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,-0.5,DOVISH,esta recomendación difiere de las expectativas de consenso de mercado,-0.28,-0.2843,NEUTRAL,NO
RPM-2013-10-17:T41,2013-10-17,Sebastián Claro Edwards,Consejero,CONSEJO,-0.75,DOVISH,"su voto es por bajar la Tasa de Política Monetaria a 4,75% anual",-0.4286,-0.8491,DOVISH,SI
RPM-2013-11-19:T15,2013-11-19,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.75,DOVISH,"un crecimiento del gasto interno, que fue de solo 1,3%, frente al 4,4% considerado en el IPoM",-0.6364,-0.0792,NEUTRAL,NO
RPM-2013-12-12:T11,2013-12-12,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,"mientras que en Chile, ellas han mostrado estabilidad e incluso han exhibido una caída en el margen",0.0,0.0022,NEUTRAL,SI
RPM-2013-12-12:T54,2013-12-12,Enrique Marshall Rivera,Consejero,CONSEJO,0.0,NEUTRAL,"las noticias del último mes reafirman nuestro escenario base, con ajustes o cambios muy marginales",-0.3333,-0.0859,NEUTRAL,SI
RPM-2014-03-13:T19,2014-03-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,"el precio del petróleo, que registró un leve retroceso luego de exhibir alzas durante el mes",0.0,-0.0045,NEUTRAL,SI
RPM-2014-05-15:T38,2014-05-15,Pablo García Silva,Consejero,CONSEJO,-0.25,NEUTRAL,"el consumo, el cual se reduce prácticamente en un punto",0.0,0.3871,HAWKISH,NO
RPM-2014-07-15:T16,2014-07-15,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.75,DOVISH,la actividad económica registró un crecimiento menor que el previsto internamente y por el mercado,-0.6875,-0.7664,DOVISH,SI
RPM-2014-09-11:T4,2014-09-11,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,"dio señales de mayor expansividad monetaria, que se materializaron días después",-0.5,-0.385,NEUTRAL,SI
RPM-2014-10-16:T45,2014-10-16,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,-0.75,DOVISH,"la Gerencia de División Estudios recomienda reducir la TPM a 3,00% anual",-0.2308,-0.972,DOVISH,SI
RPM-2014-10-16:T53,2014-10-16,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,-0.75,DOVISH,vota por bajar la TPM a 3% y por dar una clara señal de que con ello se cierra un ciclo,-0.6364,-0.7265,DOVISH,SI
RPM-2015-03-19:T44,2015-03-19,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,0.0,NEUTRAL,"la Gerencia de División Estudios propone como única opción relevante mantener la TPM en 3,00%",-0.5,-0.7897,DOVISH,NO
RPM-2015-04-16:T31,2015-04-16,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,las consecuencias de los temporales sobre la inflación no tendrían un efecto relevante en el corto plazo,0.0,-0.0325,NEUTRAL,SI
RPM-2015-08-13:T43,2015-08-13,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,STAFF,0.25,NEUTRAL,este se manifiesta cuando el mercado no le cree al Banco Central,0.3333,0.4593,NEUTRAL,SI
RPM-2015-12-17:T58,2015-12-17,Pablo García Silva,Consejero,CONSEJO,0.0,NEUTRAL,se transitó desde una visión relativamente clara sobre la formación del proceso inflacionario a un enfoque que introduce incertidumbre,0.0,-0.0341,NEUTRAL,SI
